title,price,location,area_m2,rooms,bathrooms,property_type,url,garden,terrace,garage,elevator,swimming_pool,doorman,cellar,air_conditioning,heating,security,double_glazing,reinforced_door,equipped_kitchen,scraped_at
S3 en vente,275000.0,"Hammam Sousse, Hammam Sousse",117.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8240197/s3-en-vente,0,1,0,1,0,0,0,0,1,0,0,0,0,2026-02-06 21:01:09
S3 en vente,300000.0,"Hammam Sousse, Hammam Sousse",150.0,3.0,,,https://www.mubawab.tn/fr/a/8241301/s3-en-vente,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:09
S2 en vente,190000.0,"Hammam Sousse, Hammam Sousse",90.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8240199/s2-en-vente,0,1,0,0,0,0,0,0,1,0,0,0,0,2026-02-06 21:01:09
Villa individuelle en vente,200000.0,"Sousse Riadh, Sousse Riadh",94.0,,,Villa,https://www.mubawab.tn/fr/a/8271575/villa-individuelle-en-vente,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:09
Villa jumelée en vente,250000.0,"Sousse Riadh, Sousse Riadh",97.0,2.0,1.0,Villa,https://www.mubawab.tn/fr/a/8256972/villa-jumel%C3%A9e-en-vente,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:09
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:09
Joli appartement à vendre à Les Jardins de Carthage. Superfi...,450800.0,"Les Jardins de Carthage, Le Kram",66.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/pa/8241708/joli-appartement-%C3%A0-vendre-%C3%A0-les-jardins-de-carthage-superficie-66-m%C2%B2,1,0,1,0,1,0,0,1,1,0,1,1,1,2026-02-06 21:01:11
Superbe appartement S2 de 129m² à vendre,640000.0,"Les Jardins de Carthage, Le Kram",129.0,2.0,,Appartement,https://www.mubawab.tn/fr/pa/8270023/superbe-appartement-s2-de-129m%C2%B2-%C3%A0-vendre,0,0,0,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:11
Appartement à vendre à Les Jardins de Carthage. Superficie 1...,,"Les Jardins de Carthage, Le Kram",100.0,2.0,,Appartement,https://www.mubawab.tn/fr/pa/8293892/appartement-%C3%A0-vendre-%C3%A0-les-jardins-de-carthage-superficie-100-m%C2%B2,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:11
Appartement S1 en vente,150000.0,"Hergla, Hergla",60.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8183370/appartement-s1-en-vente,0,1,0,0,0,0,0,1,1,1,0,0,1,2026-02-06 21:01:11
Appartement S1 pied dans l'eau en vente,420000.0,"Hergla, Hergla",87.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8245011/appartement-s1-pied-dans-l-eau-en-vente,0,1,0,0,1,1,0,1,1,1,1,1,1,2026-02-06 21:01:11
Appartement S2 pied dans l'eau en vente,,"Hergla, Hergla",113.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8246532/appartement-s2-pied-dans-l-eau-en-vente,0,1,0,0,1,1,0,1,1,1,1,0,1,2026-02-06 21:01:11
Appartement S2 en vente,240000.0,"Hergla, Hergla",100.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8174209/appartement-s2-en-vente,0,1,0,0,0,1,0,1,1,1,0,0,1,2026-02-06 21:01:11
Résidence Alézia à La Marsa,890000.0,"La Marsa, La Marsa",,,,,https://www.mubawab.tn/fr/p/4174/r%C3%A9sidence-al%C3%A9zia-%C3%A0-la-marsa,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:11
Villa inachevé en vente à Corniche Hergla,470000.0,"Hergla, Hergla",300.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8268309/villa-inachev%C3%A9-en-vente-%C3%A0-corniche-hergla,1,1,1,0,1,0,0,0,0,0,0,0,0,2026-02-06 21:01:11
"S2 – Résidence L’Ultime, Projet Diar Rached",,"Les Jardins de Carthage, Le Kram",97.0,2.0,,,https://www.mubawab.tn/fr/pa/8106979/s2-%E2%80%93-r%C3%A9sidence-l%E2%80%99ultime-projet-diar-rached,0,0,0,1,1,0,0,1,1,1,1,1,1,2026-02-06 21:01:11
Superbe S3 de 148m² avec terrasse de 28.4m²,,"Ain Zaghouan, La Marsa",143.0,3.0,,,https://www.mubawab.tn/fr/pa/8270424/superbe-s3-de-148m%C2%B2-avec-terrasse-de-28-4m%C2%B2,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:11
S2 en vente,155000.0,"Bouhssina, Sousse Ville",197.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8214092/s2-en-vente,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:11
S2 à La Marsa,300000.0,"Cité des Juges, La Marsa",95.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8273820/s2-%C3%A0-la-marsa,0,1,0,0,0,1,0,0,1,0,1,1,1,2026-02-06 21:01:11
Immeuble de 7 appartements avec un étage inachevé,785000.0,"Bouhssina, Sousse Ville",439.0,7.0,,Appartement,https://www.mubawab.tn/fr/a/8269044/immeuble-de-7-appartements-avec-un-%C3%A9tage-inachev%C3%A9,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:11
Studio a vendre a port kantaoui,230000.0,"El Kantaoui, Hammam Sousse",39.0,1.0,1.0,Studio,https://www.mubawab.tn/fr/a/8283565/studio-a-vendre-a-port-kantaoui,0,1,1,0,1,0,0,0,0,0,0,0,0,2026-02-06 21:01:11
A Vendre Appartement s2,200000.0,"Sousse Jaouhara, Sousse Jaouhara",192.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8224936/a-vendre-appartement-s2,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:11
À vendre: Appartement S1 Panorama,225000.0,"Sousse Corniche, Sousse Ville",80.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8247790/%C3%A0-vendre-appartement-s1-panorama,0,0,0,1,0,0,0,1,1,1,0,0,1,2026-02-06 21:01:11
A Vendre S1 dans une résidence sécurisé,145000.0,"Sousse Ville, Sousse Ville",68.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8276245/a-vendre-s1-dans-une-r%C3%A9sidence-s%C3%A9curis%C3%A9,0,1,1,0,0,1,0,1,1,1,1,1,0,2026-02-06 21:01:11
Appartement S3 au rez de chaussée Riadh Andalous,410000.0,"Riadh al Andalous, Ariana Ville",150.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8142142/appartement-s3-au-rez-de-chauss%C3%A9e-riadh-andalous,0,1,1,0,0,0,0,0,1,0,0,0,1,2026-02-06 21:01:11
Appartement s2 de 100m2 à menzah 6,260000.0,"El Menzah 6, Ariana Ville",100.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8298529/appartement-s2-de-100m2-%C3%A0-menzah-6,0,1,0,1,0,0,0,0,1,0,0,0,0,2026-02-06 21:01:11
Appartement S1 direct promoteur à Cité jardins,267000.0,"Cité Jardins, Cité El Khadra",67.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8243414/appartement-s1-direct-promoteur-%C3%A0-cit%C3%A9-jardins,0,0,0,1,0,1,0,0,1,0,0,0,0,2026-02-06 21:01:11
"A vendre S2 de 105,45m² à vendre, la Soukra",672341.0,"Chotrana 1, La Soukra",105.0,2.0,,,https://www.mubawab.tn/fr/pa/8257532/a-vendre-s2-de-105-45m%C2%B2-%C3%A0-vendre-la-soukra,1,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:11
Superbe appartement S2 Vue sur cour à Bhar Lazreg. 2 chambre...,358000.0,"Bhar Lazreg, La Marsa",104.0,2.0,,Appartement,https://www.mubawab.tn/fr/pa/7948131/superbe-appartement-s2-vue-sur-cour-%C3%A0-bhar-lazreg-2-chambres,0,1,1,1,0,1,0,0,1,1,1,1,1,2026-02-06 21:01:11
Appartement A05 – S2 – Résidence MAYA à Kairouan,291292.0,"Kairouan Ville, Kairouan Ville",105.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/pa/8255178/appartement-a05-%E2%80%93-s2-%E2%80%93-r%C3%A9sidence-maya-%C3%A0-kairouan,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:11
Villa individuelle en vente,220000.0,"Sousse Riadh, Sousse Riadh",130.0,,,Villa,https://www.mubawab.tn/fr/a/8284600/villa-individuelle-en-vente,1,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:11
Villa individuelle en vente,610000.0,"Sousse Riadh, Sousse Riadh",450.0,,,Villa,https://www.mubawab.tn/fr/a/8284346/villa-individuelle-en-vente,1,1,1,0,0,0,1,0,0,0,0,0,1,2026-02-06 21:01:11
S3 en vente,100000.0,"Sousse Riadh, Sousse Riadh",110.0,3.0,1.0,,https://www.mubawab.tn/fr/a/8256941/s3-en-vente,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:11
Appartement S4 A vendre Au Bardo,440000.0,"Le Bardo, Le Bardo",178.0,4.0,,Appartement,https://www.mubawab.tn/fr/a/8298888/appartement-s4-a-vendre-au-bardo,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:11
Villa S4 avec piscine à La Soukra,1350000.0,"La Soukra, La Soukra",270.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8298864/villa-s4-avec-piscine-%C3%A0-la-soukra,1,1,1,0,1,0,0,1,1,1,1,1,1,2026-02-06 21:01:11
S1 en vente,745000.0,"La Marsa, La Marsa",92.0,,,,https://www.mubawab.tn/fr/a/8298716/s1-en-vente,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:11
A vendre maison S2 indépendante à hammamet Nord,330000.0,"Hammamet Nord, Hammamet",140.0,2.0,1.0,Maison,https://www.mubawab.tn/fr/a/8150793/a-vendre-maison-s2-ind%C3%A9pendante-%C3%A0-hammamet-nord,0,1,0,0,0,0,1,0,0,0,0,0,0,2026-02-06 21:01:11
Duplex en vente,650000.0,"La Marsa, La Marsa",151.0,,,Duplex,https://www.mubawab.tn/fr/a/8256981/duplex-en-vente,1,1,1,0,0,0,0,1,1,0,0,0,0,2026-02-06 21:01:11
Appartement S2 au rez de chaussée en vente,187000.0,"Hergla, Hergla",70.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8258746/appartement-s2-au-rez-de-chauss%C3%A9e-en-vente,0,1,1,0,0,1,0,1,1,1,0,0,1,2026-02-06 21:01:11
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:11
Bel S1 à vendre aux Jardins de Carthage,482300.0,"Les Jardins de Carthage, Le Kram",71.0,1.0,1.0,,https://www.mubawab.tn/fr/pa/8241709/bel-s1-%C3%A0-vendre-aux-jardins-de-carthage,1,0,1,0,1,0,0,1,1,0,1,1,1,2026-02-06 21:01:14
A vendre S2 de 131 m² avec Place de parking,650000.0,"Les Jardins de Carthage, Le Kram",131.0,2.0,,,https://www.mubawab.tn/fr/pa/8270026/a-vendre-s2-de-131-m%C2%B2-avec-place-de-parking,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:14
Appartement à vendre à Les Jardins de Carthage. Surface de 1...,,"Les Jardins de Carthage, Le Kram",110.0,2.0,,Appartement,https://www.mubawab.tn/fr/pa/8293893/appartement-%C3%A0-vendre-%C3%A0-les-jardins-de-carthage-surface-de-110-m%C2%B2,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:14
Appartement S1 en vente,145000.0,"Hergla, Hergla",70.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8285403/appartement-s1-en-vente,0,1,0,1,0,1,0,1,1,1,0,0,1,2026-02-06 21:01:14
Appartement S1 en vente,146000.0,"Hergla, Hergla",64.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8180763/appartement-s1-en-vente,0,1,0,0,0,1,0,1,0,1,0,0,1,2026-02-06 21:01:14
À Vendre – Superbe Appartement S3 Meublé au Lac 2,,"Les Berges Du Lac 2, La Marsa",190.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8248277/%C3%A0-vendre-%E2%80%93-superbe-appartement-s3-meubl%C3%A9-au-lac-2,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:14
S3 aux les jardins de Carthage,,"Les Jardins de Carthage, Le Kram",180.0,3.0,,,https://www.mubawab.tn/fr/a/8297047/s3-aux-les-jardins-de-carthage,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:14
Résidence NOUR,,"Les Jardins de Carthage, Le Kram",,,,,https://www.mubawab.tn/fr/p/3721/r%C3%A9sidence-nour,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:14
Un magnifique penthouse S3 avec piscine aux Lac 2,1800000.0,"Les Berges Du Lac 2, La Marsa",325.0,3.0,,,https://www.mubawab.tn/fr/a/8206916/un-magnifique-penthouse-s3-avec-piscine-aux-lac-2,1,1,1,1,1,1,1,1,1,1,1,1,1,2026-02-06 21:01:14
"S2 – Résidence L’Ultime, Projet Diar Rached",,"Les Jardins de Carthage, Le Kram",110.0,2.0,,,https://www.mubawab.tn/fr/pa/8106981/s2-%E2%80%93-r%C3%A9sidence-l%E2%80%99ultime-projet-diar-rached,0,0,0,1,1,0,0,1,1,1,1,1,1,2026-02-06 21:01:14
S2 de 114m² et au 1er étage à vendre,,"Ain Zaghouan, La Marsa",114.0,2.0,,,https://www.mubawab.tn/fr/pa/8270426/s2-de-114m%C2%B2-et-au-1er-%C3%A9tage-%C3%A0-vendre,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:14
Opportunité d'unS2 au 1er étage à vendre,445746.0,"Chotrana 1, La Soukra",106.0,2.0,,,https://www.mubawab.tn/fr/pa/8257536/opportunit%C3%A9-d-uns2-au-1er-%C3%A9tage-%C3%A0-vendre,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:14
Vente triplex jardin haut standing Soukra chotrana3,820000.0,"Chotrana 3, La Soukra",280.0,7.0,,,https://www.mubawab.tn/fr/a/7349813/vente-triplex-jardin-haut-standing-soukra-chotrana3,1,0,1,0,0,1,0,1,1,1,0,0,1,2026-02-06 21:01:14
Vente soukra chotrana2 deux villas jumelée opportu,1440000.0,"Chotrana 2, La Soukra",700.0,8.0,,Villa,https://www.mubawab.tn/fr/a/8130681/vente-soukra-chotrana2-deux-villas-jumel%C3%A9e-opportu,0,1,1,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:01:14
A vendre à Hammamet une grande villa s4,680000.0,"Hammamet Nord, Hammamet",300.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8163675/a-vendre-%C3%A0-hammamet-une-grande-villa-s4,1,0,0,0,1,0,0,0,0,0,0,0,1,2026-02-06 21:01:14
A vendre à HAMMAMET nord un appartement,285000.0,"Hammamet Nord, Hammamet",140.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8277973/a-vendre-%C3%A0-hammamet-nord-un-appartement,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:14
Appartement S2 en vente à Bhar Lazreg. Surface totale 104 m²,348000.0,"Bhar Lazreg, La Marsa",104.0,2.0,,Appartement,https://www.mubawab.tn/fr/pa/7948132/appartement-s2-en-vente-%C3%A0-bhar-lazreg-surface-totale-104-m%C2%B2,0,0,1,1,0,1,0,0,1,1,1,1,1,2026-02-06 21:01:14
Appartement S3 – 130 m² – 4ᵉ étage,225000.0,"Cité El Khadra, Cité El Khadra",130.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8202666/appartement-s3-%E2%80%93-130-m%C2%B2-%E2%80%93-4%E1%B5%89-%C3%A9tage,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:01:14
Appart s2 au RDC avec place de parking à vendre,245000.0,"Tantana, Tantana",67.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8271175/appart-s2-au-rdc-avec-place-de-parking-%C3%A0-vendre,0,1,1,0,0,1,0,1,1,1,0,1,1,2026-02-06 21:01:14
Duplex de haut standing à vendre Berges du Lac2,,"Les Berges Du Lac 2, La Marsa",312.0,3.0,,Duplex,https://www.mubawab.tn/fr/a/8298542/duplex-de-haut-standing-%C3%A0-vendre-berges-du-lac2,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:14
A vendre villa jumelée à la Soukra,,"La Soukra, La Soukra",295.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8096321/a-vendre-villa-jumel%C3%A9e-%C3%A0-la-soukra,0,1,1,0,1,0,1,1,1,1,1,1,1,2026-02-06 21:01:14
Villa à vendre à Mutuelleville. 5 chambres. Fenêtres avec do...,,"Mutuelle Ville, El Menzah",520.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8202844/villa-%C3%A0-vendre-%C3%A0-mutuelleville-5-chambres-fen%C3%AAtres-avec-double-vitrage-et-porte-blind%C3%A9e,1,1,1,0,0,0,0,1,1,1,1,1,1,2026-02-06 21:01:14
À vendre Villa de haut standing à Mutuelle Ville. Surface to...,,"Mutuelle Ville, El Menzah",700.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8239644/%C3%A0-vendre-villa-de-haut-standing-%C3%A0-mutuelle-ville-surface-totale-750-m%C2%B2-porte-blind%C3%A9e-s%C3%A9curit%C3%A9,1,1,1,0,1,0,0,1,1,1,1,1,1,2026-02-06 21:01:14
Appartement A04 – S2 Garage,326786.0,"Kairouan Ville, Kairouan Ville",106.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/pa/8255182/appartement-a04-%E2%80%93-s2-garage,1,1,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:14
A vendre appartement S3 vue mer à benikhiar nabeul,485000.0,"Beni Khiar, Beni Khiar",121.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8298887/a-vendre-appartement-s3-vue-mer-%C3%A0-benikhiar-nabeul,0,1,0,0,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:14
Appartement S2 en vente,391000.0,"Hergla, Hergla",109.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/7944521/appartement-s2-en-vente,0,1,0,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:14
Maison d'hôtes en vente à Hergla,850000.0,"Hergla, Hergla",200.0,7.0,,Maison,https://www.mubawab.tn/fr/a/7917299/maison-d-h%C3%B4tes-en-vente-%C3%A0-hergla,1,1,0,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:01:14
Appartement S3 en Vente,400000.0,"Hergla, Hergla",143.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/7939168/appartement-s3-en-vente,1,1,1,1,1,1,0,1,1,1,1,1,1,2026-02-06 21:01:14
Appartement S3 avec vue su mer en vente,250000.0,"Hergla, Hergla",120.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8147442/appartement-s3-avec-vue-su-mer-en-vente,0,1,1,0,0,1,0,1,0,1,0,0,1,2026-02-06 21:01:14
Appartement S2 en vente,200000.0,"Hergla, Hergla",85.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8241054/appartement-s2-en-vente,0,1,1,0,0,0,0,1,0,1,0,0,1,2026-02-06 21:01:14
Appartement S2 en vente,186000.0,"Hergla, Hergla",93.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8254026/appartement-s2-en-vente,0,1,0,0,0,1,0,0,0,1,0,0,1,2026-02-06 21:01:14
Maison inachevé en vente,185000.0,"Hergla, Hergla",254.0,4.0,,Maison,https://www.mubawab.tn/fr/a/8211968/maison-inachev%C3%A9-en-vente,0,1,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:14
Appartement S2 en vente,155000.0,"Hergla, Hergla",80.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8183364/appartement-s2-en-vente,0,1,0,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:01:14
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:14
Un Grand S1 à vendre à résidence Mallorca,532700.0,"Les Jardins de Carthage,
								Le Kram",79.0,1.0,1.0,,https://www.mubawab.tn/fr/pa/8241714/un-grand-s1-%C3%A0-vendre-%C3%A0-r%C3%A9sidence-mallorca,1,0,1,0,1,0,0,1,1,0,1,1,1,2026-02-06 21:01:16
A vendre S2 avec place de parking au 4 ème étage,650000.0,"Les Jardins de Carthage,
								Le Kram",131.0,2.0,,,https://www.mubawab.tn/fr/pa/8270030/a-vendre-s2-avec-place-de-parking-au-4-%C3%A8me-%C3%A9tage,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:16
Vend appartement à Les Jardins de Carthage. 2 belles chambre...,,"Les Jardins de Carthage,
								Le Kram",129.0,2.0,,Appartement,https://www.mubawab.tn/fr/pa/8293894/vend-appartement-%C3%A0-les-jardins-de-carthage-2-belles-chambres,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:16
Appartement S3 aux berges du lac 2,1400000.0,"Les Berges Du Lac 2,
								La Marsa",273.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8247178/appartement-s3-aux-berges-du-lac-2,0,1,1,1,0,1,0,1,1,0,1,1,1,2026-02-06 21:01:16
Villa jumelée en vente,970000.0,La Soukra,230.0,,,Villa,https://www.mubawab.tn/fr/a/8294526/villa-jumel%C3%A9e-en-vente,1,1,1,0,1,0,0,1,1,0,0,0,1,2026-02-06 21:01:16
S2 en vente,360000.0,La Soukra,110.0,,,,https://www.mubawab.tn/fr/a/8294557/s2-en-vente,0,1,1,0,0,0,0,1,1,1,0,0,0,2026-02-06 21:01:16
S3 à vendre à coté carrefour la Marsa,,La Soukra,170.0,3.0,,,https://www.mubawab.tn/fr/a/8265605/s3-%C3%A0-vendre-%C3%A0-cot%C3%A9-carrefour-la-marsa,0,1,1,1,0,1,0,1,1,0,1,1,0,2026-02-06 21:01:16
Résidence Alézia à La Marsa,890000.0,"La Marsa, La Marsa",,,,,https://www.mubawab.tn/fr/p/4174/r%C3%A9sidence-al%C3%A9zia-%C3%A0-la-marsa,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:16
S3 à vendre au Lac 2,1350000.0,"Les Berges Du Lac 2,
								La Marsa",273.0,3.0,1.0,,https://www.mubawab.tn/fr/a/8281393/s3-%C3%A0-vendre-au-lac-2,0,0,1,0,0,0,0,0,0,1,0,0,0,2026-02-06 21:01:16
Fabuleux S2 à vendre Aouina,,"Ain Zaghouan,
								La Marsa",109.0,2.0,,,https://www.mubawab.tn/fr/pa/8270428/fabuleux-s2-%C3%A0-vendre-aouina,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:16
Opportunité d'un S1 pour investissement,260676.0,"Chotrana 1,
								La Soukra",57.0,1.0,1.0,,https://www.mubawab.tn/fr/pa/8257539/opportunit%C3%A9-d-un-s1-pour-investissement,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:16
Appartement S2 à l'achat à Bhar Lazreg. 2 belles chambres,283000.0,"Bhar Lazreg,
								La Marsa",81.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/pa/7948133/appartement-s2-%C3%A0-l-achat-%C3%A0-bhar-lazreg-2-belles-chambres,0,0,1,1,0,1,0,0,1,1,1,1,1,2026-02-06 21:01:16
Villa à vendre à El Menzah 1,,"El Menzah 1,
								El Menzah",681.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8230595/villa-%C3%A0-vendre-%C3%A0-el-menzah-1,1,1,1,0,0,0,0,1,1,0,0,0,0,2026-02-06 21:01:16
Une charmante villa nouvellement construite,599000.0,"Hammamet Sud,
								Hammamet",550.0,3.0,,Villa,https://www.mubawab.tn/fr/a/7901510/une-charmante-villa-nouvellement-construite,1,1,1,0,1,0,0,1,1,1,1,1,1,2026-02-06 21:01:16
A VENDRE Appartement S3 Boumhal Bassatine,360000.0,"Bou Mhel,
								Boumhel Bassatine",158.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8292817/a-vendre-appartement-s3-boumhal-bassatine,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:16
A VENDRE Appartement S3 Direct Promoteur Mornag,283600.0,Mornag,142.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8288611/a-vendre-appartement-s3-direct-promoteur-mornag,0,0,1,1,0,1,0,0,1,1,1,1,1,2026-02-06 21:01:16
Vente appartement s2 de standing la marsa,410000.0,La Marsa,128.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/7300527/vente-appartement-s2-de-standing-la-marsa,0,1,0,0,0,0,0,1,1,0,1,1,1,2026-02-06 21:01:16
Projet sur plan à SOUKRA,345000.0,La Soukra,100.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8290691/projet-sur-plan-%C3%A0-soukra,0,1,1,1,1,1,0,1,1,1,1,1,1,2026-02-06 21:01:16
Un appartement s3 à vendre,720000.0,"Chotrana 1,
								La Soukra",178.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8289694/un-appartement-s3-%C3%A0-vendre,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:16
A vendre S3 jamais habité à Sahloul Ghrabi,340000.0,Hammam Sousse Ghrabi,140.0,3.0,,,https://www.mubawab.tn/fr/a/8102336/a-vendre-s3-jamais-habit%C3%A9-%C3%A0-sahloul-ghrabi,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:16
Vente Appartement Florence Hammamet,388000.0,"Hammamet Nord,
								Hammamet",116.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8019992/vente-appartement-florence-hammamet,0,1,1,0,0,1,0,0,0,1,0,1,1,2026-02-06 21:01:16
Vente Duplex Hichem à Hammamet,650000.0,"Hammamet Nord,
								Hammamet",120.0,4.0,,Duplex,https://www.mubawab.tn/fr/a/8226347/vente-duplex-hichem-%C3%A0-hammamet,0,1,1,0,1,0,0,1,1,1,0,1,1,2026-02-06 21:01:16
Appartement A41 – S2 – Résidence MAYA à Kairouan,291292.0,Kairouan Ville,110.0,2.0,,Appartement,https://www.mubawab.tn/fr/pa/8255183/appartement-a41-%E2%80%93-s2-%E2%80%93-r%C3%A9sidence-maya-%C3%A0-kairouan,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:01:16
S3 à vendre à El Mourouj 6,335000.0,"El Mourouj 6,
								El Mourouj",125.0,3.0,,,https://www.mubawab.tn/fr/pa/7789729/s3-%C3%A0-vendre-%C3%A0-el-mourouj-6,0,0,1,1,0,0,0,0,1,1,0,0,0,2026-02-06 21:01:16
Villa Moderne en vente,895000.0,"Hergla, Hergla",250.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8243842/villa-moderne-en-vente,0,1,1,0,0,0,1,1,1,1,1,1,1,2026-02-06 21:01:16
Appartement S1 en vente,190696.0,"Hergla, Hergla",62.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8078453/appartement-s1-en-vente,0,1,0,1,0,1,0,1,1,1,0,1,1,2026-02-06 21:01:16
Villa avec piscine en vente,660000.0,"Hergla, Hergla",365.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8248310/villa-avec-piscine-en-vente,1,1,1,0,1,0,0,1,0,1,0,0,0,2026-02-06 21:01:16
Appartement S1 en vente,310000.0,"Hergla, Hergla",76.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8228194/appartement-s1-en-vente,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:01:16
